text,RESTAURANT#GENERAL,RESTAURANT#PRICES,RESTAURANT#MISCELLANEOUS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE&OPTIONS,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE&OPTIONS,AMBIENCE#GENERAL,SERVICE#GENERAL,LOCATION#GENERAL
"hai đứa rảnh lôi nhau đi ăn face without mouth lâu không ăn , vẫn ngon như xưa , sủi cảo thập_cẩm bây_giờ không có mực mà thay bằng thịt cua . ăn một tô kèm thêm ly bông cúc giờ ngồi thở face with roling eyes tổng_hết giá",0,2,0,0,1,0,0,1,0,0,0,0
"hải_sản bao rẻ , mỗi ng tốn giá cho nguyên bàn hải_sản ng , coa cua rang me nhờ chỗ bán hải_sản làm dùm . hải_sản đều tươi , trừ ghẹ không được chắc lắm",0,0,0,1,2,0,0,0,0,0,0,0
"hamburger ở đây ngon và làm rất hấp_dẫn . mình kêu loại hamburger bò phô_mai , loại này là trong số hamburger đắt nhất của tiệm . lâu_lâu tự thưởng cho chính mình chứ ăn cái này mà hơn giá cái mình cũng tiếc lắm . bánh_mì mềm và thơm , những miếng bò được kẹp trong bánh được làm vừa_miệng , không quá mặn cũng không quá nhạt . tuy_nhiên vì phần thịt khá nhiều khiến bánh hơi bự , hơi khó_khăn khi ăn đó nhé . bình_thường mình ăn sẽ không hết cái hamburger này đâu , vì thịt , phô_mai , rồi bánh_mì nữa nên mau ngán và đầy bụng lắm . mua phần này bạn được thêm ly coca và phần khoai_tây chiên nhỏ , nên uống coca nhiều nó sẽ mau tiêu và dễ ăn hết bánh hơn . mình nghĩ những loại thức_ăn nhanh này chỉ nên ăn đến tuần lần thôi , dễ tăng cân và tăng cholesteron lắm . điểm mình thích nhất ở burger king là phần thịt trong bánh khá dày nên khi ăn luôn cảm_nhận được vị thịt bò với phần bánh kẹp ngoài . phô_mai vị lạt lạt mặn mặn kết_hợp với thịt bò mềm , thấm , ít sốt_béo béo rất hợp .",0,0,0,2,1,1,0,0,0,0,0,0
"hàng bún_chả ngay gần đầu ngõ yên_hòa , hình_như là thì phải . quán nhỏ tí , còn có cả bánh_cuốn nóng giá suất , bún_chả giá suất p . bác bán hàng cũng dễ_tính nữa .",0,0,0,2,0,0,0,0,0,3,1,1
"hàng này bán từ năm lận o_o nghe bác chủ quán kể là ông ngoại với mẹ bác bán rồi đến đời bác , công_nhận đúng là quán lâu_đời , hủ_tiếu cực ngon , nhất_là phần nước sốt trộn , chua_ngọt vừa_miệng lắm . một bát đầy_đủ đặc_biệt nhiều tôm , thịt cua , thịt băm . ăn xong no tới tối còn được tặng thêm bánh ngàn lớp ăn kèm , tên là gì quên mất tiêu rồi",1,0,0,0,1,1,0,0,0,0,0,0
"hàng này gần trường cấp của mình . ngày_xưa toàn ăn sáng ở đây , không ăn xôi với bánh_bao thì sẽ ăn bún riêu . bà bán hàng thân_thiện , nhiệt_tình . hàng bà bán cũng hơn năm rồi ý . chất_lượng vẫn giữ được như hồi đầu . không_gian nhỏ thôi nhưng sạch_sẽ , thoáng mát . giá bát mà đầy_đặn lắm nhé . nước_dùng đậm_đà , thơm ngọt . riêu ăn thật chứ không kiểu bóp đậu vào . ốc to , dai giòn sần_sật . đậu loại ngon , cắt to bản , ăn thích . ớt chưng cay xè , là quán tự làm nên ăn thấy thơm hơn . ăn sáng một bát này thì quên sầu . khách quen nữa nên lần nào ra ăn bà cũng fre cho quẩy và trà đá .",0,0,0,1,1,1,1,0,0,1,1,1
"hành phi_chiên bị khét và gắt dầu , đắng rất khó ăn . hình_như làm không còn kĩ như trước nữa , thất_vọng . bánh thì nóng_hổi vì vừa làm vừa bán , đeo bao_tay sạch_sẽ . bánh_cuốn không được cẩn_thận lắm . nhân bên trong ít , không còn ngon như trước . nước_mắm pha tạm . rau giá ngon nhưng cho hơi ít . xin thêm nhan viên hơi khó_chịu . giá cũng không rẻ .",0,0,0,3,2,2,0,0,0,0,3,0
"hào béo lắm luôn , con nào con đó đều bự , mình bốc ngay cái con bự nhất nè , cắn phát thịt ngập răng , phô_mai tràn_đầy miệng luôn , đã cực . bình_thường múc một phát là nguyên con vào miệng luôn , lần này ăn phải cắn miếng lận v",0,0,0,0,1,1,0,0,0,0,0,0
"hào được tính theo con , quán chuyên về hào nên tha_hồ đủ kiểu chế_biến luôn . hào con nào cũng to và mập , quan_trọng là rất tươi , không lần nào ăn bị tào tháo dí hết . nướng mọi , mỡ hành , phô_mai hay tỏi đều ok . nước_chấm pha ngon . có món cháo hào hơi bị bổ nữa . người hết tầm giá , bao bổ k . my mel hà",0,0,0,2,1,1,0,0,0,0,0,0
"hào mập ăn ngập miệng lun , phần giá mà phải gần cả chục con hào , ăn bới bánh_mì là khỏi chê lun , ăn ng là muốn no rồi đó face savoring fod ngoài_ra quán còn có lẩu gà ớt_hiểm rất đặc_sắc thách_thức mấy bạn khoái ăn cay .",0,0,0,1,1,1,0,0,0,0,0,0
"hào sữa vỏ mỏng , con to , gần hết cái vỏ luôn . ko ham mấy con hào to chà_bá , mở ra thì thịt chút éc , hụt_hẫng vô_cùng . hào sữa con nhỏ và ăn ngon hơn hẳn . ai mà biết ăn sống thì sẽ cảm_nhận được vị ngọt tự_nhiên , vắt chanh hoặc ăn với mù_tạt . hào được chế_biến thành nhiều kiểu khác nhau , nào cũng ngon . người cũng hết tầm giá .",0,0,0,2,1,1,0,0,0,0,0,0
"hấp_dẫn chưa , từ a tới z đều ngon vô_cùng . bánh_tráng phơi sương đúng kiểu nên dẻo và không cần nhúng nước đâu nha . nhìn mâm rau ta nói thèm kinh_khủng , rau quá trời , đủ loại , rau rừng tá lả đủ hết nha . dĩa thịt rất nhiều , người ăn mệt_nghỉ . đồ chua giòn lắm mắm_nêm hơi ngọt tí . người tầm giá nha . quyen nguyen",0,0,0,2,1,1,0,0,0,0,0,0
"hấp_dẫn ha . đang đói bụng nữa . ôi_thôi ghé ăn_liền , ngay . tích_cực phở mang đậm hương_vị việt_nam , tô phở bò tái_nạm loại nhỏ như này giá giá được ngồi máy_lạnh để thưởng_thức , sướng gì bằng tích_cực . cộng phở mềm nhưng không nhũn , nước đậm_đà , thịt bò dai dai mềm mềm , vài cộng hành điểm vào lôi_cuốn người ăn ghê_gớm tích_cực bạn nào muốn ăn rau giá thì thêm vào không thì ăn vẫn cứ gọi là ngon ý .",1,0,0,1,1,1,0,0,0,0,0,0
hấp_hành hay chiên nước_mắm là khỏi chê,0,0,0,0,1,0,0,0,0,0,0,0
"hạt cơm dẻo và thơm , không bị nở quá mức , hạt cơm tơi xốp không bị pha bột hóa chất gì hết . viên xíu_mại to , nhiều thịt ít mỡ , có củ sắn nên ă có vị hơi ngọt , vo_viên chắc thịt không bị bở , sốt cà_thấm đều vừa ăn . chả hấp thì có trứng muối_ăn vừa béo vừa bùi . ở đây có tóp_mỡ giòn giòn , lần nào ăn cũng xin thêm chén nhỏ ăn cho đã . bán từ g chiều tới tầm g là hết sạch , đông kinh_khủng",1,0,2,0,1,1,0,0,0,0,0,0
"hầu_hết các loại đều dược ướp chung mộ loại nước sốt và chung công_thức gia_vị hay sao ấy , ăn món nào cũng như món nào . nhưng được cái thơm và ngon , đậm vị . rau củ cũng tươi , mềm , có đầu_tư chớ không qua_loa như mấy chỗ khác . ngoài_ra còn có lẫu khổ_qua cá thác lác cũng đáng chú_ý . giá vừa tầm , nhâv viên kém , chờ lâu_lắc .",0,0,0,2,1,1,0,0,0,0,3,0
"hàu né và hàu nướng phô_mai , hàu nướng với trứng , cháo hàu , rất ngon , giá hợp_lý , không_gian quán hơi chật nhưng được cái là có máy_lạnh , nhân_viên phục_vụ rất điện_thoại và nhiệt_tình , quán nằm trong hẻm kế bên đường_hoàng_sa , cũng rất dễ tìm , quán rất đông nhé , đi buổi tối có khi là ful bàn luôn , nên đi ngày thường , face savoring fod face savoring fod face savoring fod",1,0,0,1,1,1,0,0,0,2,1,1
"hàu nhìn con to đã quá hen . ở đây ngoài nướng mỡ hành , phô_mai bình_thường như những quán khác , còn có loại sốt rất lạ sốt laven . vị béo béo , bên trên có thêm thì là cắt nhuyễn , bắt mồi thôi rồi íh . hàu giá con quá bất_ngờ với giá này luôn . bạch tuột thì giá lạng , nướng sate cũng khá ngon .",0,0,0,1,1,1,0,0,0,0,0,0
"hàu tươi lắm , ăn béo ghê luôn , thêm ít chanh và quá sabi vào là ăn bao phê droling face",0,0,0,0,1,0,0,0,0,0,0,0
"hay ăn_ở đây , ốc thấm gia_vị , vừa , rất ngon luôn . quán lúc_nào cũng đông khách , đi ngang nghe mùi đã thấy thèm .",1,0,0,0,1,0,0,0,0,0,0,0
"hãy ghé aeon mal bình tân ăn món này nếu bạn đói , nói_chung udon ở đây có nhiều chi_nhánh lắm nha . ở đâu chất_lượng cũng như nhau thôi à . tốt giá hơi hơi nhính xíu nhưng mà đồ an lúc_nào cũng nóng và thơm ngon hết đó kising cat kising cat kising cat kising cat",1,0,0,3,1,1,0,0,0,0,0,0
"hến bé cơ mà_lại rất tươi , gia_vị tẩm ướp vừa_miệng , tỏi hành thơm_nức p bánh_đa ngon giòn nữa chứ x",0,0,0,0,1,0,0,0,0,0,0,0
"heo rừng mỡ nhiều , nướng lên mỡ chảy ra nhìn miếng thịt bóng lưỡng hấp_dẫn cực_kỳ luôn , ướp gia_vị vừa ăn , cay nhẹ , ăn có cảm_giác giòn giòn sựt sựt , phần da heo không bị dày không bị cứng , dễ ăn . thịt chín có mùi thơm khó tả , ăn thử một miếng là không_thể dừng đũa luôn tag",0,0,0,0,1,1,0,0,0,0,0,0
"hết xẩy các bạn ạ ở đây làm giòn_rụm khác với sasin chi_nhánh khác , không_gian quán sạch có kèm piza và mí ý steaming bowl steaming bowl steaming bowl",0,0,0,0,1,1,0,0,0,1,0,0
"hiếm quán nào bán đồ nướng giá chỉ giá dĩa mà_lại nhiều nữa chứ . nhưng trên hết , công_thức ướp gia_vị của bún bq mới là cái đáng để bàn tới ngon quằn_quại tích_cực phải công_nhận lần đầu_tiên ăn đồ nướng mà ướp ngon vậy luôn , nướng xong ăn ngay cũng ngon , chấm chao hay muối ớt xanh lại càng ngon nữa tích_cực ah là phù_thủy gia_vị nào đã làm điều này . người ăn hết giá luôn nước , kêu phải chục dĩa , ta nói phê hơn cần , dù mình chưa biết mùi cần là gì relieved face",0,2,0,1,1,1,0,0,0,0,0,0
"hình_như là quán mới mở khá đông khách . giá rẻ ăn ngon đầy_đặn nữa . có nhiều loại bún mọc ăn với thịt , xườn , lưỡi , móng . bún mọc không chỉ giá mà ngay phố cổ nữa thật là rẻ . à quẩy giá nữa face savoring fod face savoring fod",0,0,0,1,1,1,0,0,0,0,0,1
hình_như quán nào ở khu tập_thể đồ ăn cũng rất ngon t . t,0,0,0,0,1,0,0,0,0,0,0,0
"hình_thức tương_tự như bún bên khu chấn_hưng giá tô , fre bún và rau thêm , nước_mắm để trong xô cho khách tự múc , được cái quán mới nên nhìn khang_trang sạch_sẽ hơn . nhân_viên không nhiều , gọi mấy lần mới được . bún ăn ổn , tuy so với bún chấn_hưng thì còn kém_cạnh chút , nhưng giữ giá giá để bán ở khu_vực sư vạn hạnh tô hiến thành sầm_uất cũng đã rất tốt rồi d tính ra thịt nướng ngon hơn ko bị khô , khét bún chấn_hưng , bù lại chả_giò và nem nướng thì thua tag",0,0,0,1,0,1,0,0,0,1,2,1
"hm . mình mua mang về nên lúc mở ra ăn thì hết lạnh vì họ cho có vài viên đá vào ly , món này khá thích_hợp với những bạn nào không thích ăn quá ngọt , vị ngọt vừa phải thôi chứ không gắt như tàu hủ thường , combo khá đa_dạng , giá chỉ từ . . combo hoặc phần ăn vặt cá viên , phô_mai que . v . v",0,0,0,1,2,1,0,0,0,0,0,0
"hm . phải nói s nhỉ v mì nát được biết đến ăn khá là cay , mình ăn cấp_độ loại hải_sản nước_mũi cũng sụt sụt rồi tích_cực có cấp càng cao thì càng cay tích_cực nói_chung các bn ăn thử đi rồi biết beating heart tích_cực tích_cực và sẽ được bình nước fre chống cay . có loại mì gì ấy mình qên rồi starhistar mì thịt bò giá mì hải_sản giá gồm cục cá viên , tôm , kimchi , giá hoăn mực nhỏ , nhúm bắp_cải mì thập_cẩm giá_cả thịt và hải_sản . có nước như trà sữa , đào plapla . giá",0,0,0,2,0,1,2,0,1,0,0,0
"hnao không ăn là như lên_cơn sái nghiện , thèm_thuồng luống_cuống , không làm gì được t . t nước_dùng cực ngon , chả với giò thì bình_thường , quan_trọng là nhg cái bình_thường kết_hợp với nhau thành cái vừa_miệng ý tốt đ luôn . ac chủ nhẹ_nhàng , cứ tìm chỗ , đến lượt sẽ được hỏi , làm lần_lượt mà không sai lượt tẹo nào đâu tích_cực med yêu m light skin tone tích_cực med yêu m light skin tone tích_cực med yêu m light skin tone",0,0,0,0,1,0,0,0,0,0,1,0
"hnay đi người_làm cái phần miếng nhìu nhất của quán luôn . gà vẫn s yêu ngon , kết nhất vẫn là cái sauce mexican vừa cay cay vừa ngọt ngọt vừa chua chua , ăn_không hay chấm tương đều ngon cả . ngồi ngay cái tầm nhìn đẹp nhất ngắm phố đi bộ trời mưa nữa quả là không còn chổ chê .",1,0,0,0,1,0,0,0,0,0,0,0
"hoá_ra cái mì này là kiểu mì nui thế này nhé , ăn giòn giòn dai dai nhai thích , ăn kiểu này lại hay hơn là mì sợi í . trong này có kimchi nên ăn có vị chua chua ca cay . ở trên có phủ lớp phomai , mà nhiều lắm í kéo mãi chẳng hết đầy luôn .",0,0,0,0,1,1,0,0,0,0,0,0
"hoành_thánh nhiều thịt , sợi hủ_tiếu dai dai đúng điệu , thịt_thà cũng nhiều ăn ngon và cũng đáng tiền lắm . quán có không_gian vừa_phải , thoáng và sạch_sẽ , phuc vụ cũng nhanh_nhẹn và nhiệt_tình . một tô hủ_tiếu giá tầm giá , hai bạn đi ăn chung chi tầm giá hơn là no nên luôn nha . credit trà_n",0,0,0,2,1,1,0,0,0,1,1,0
"hơi bị ngon nha , thịt lẫn đậu rồi tới chả cốm phải nói là ngon khỏi chê . nhân_viên phục_vụ nhiệt_tình , không_gian quán thoáng mát . nhưng giá_cả thì khá chát so với những chỗ khác , nhưng tiền nào của đó ma .",0,0,0,2,1,0,0,0,0,1,1,0
hơi đắt nhưng ngon smiling face,0,0,0,3,1,0,0,0,0,0,0,0
hơi i t,0,0,0,0,0,3,0,0,0,0,0,0
"hơi ít nhưng mà ngon lắm lắm ý chả thơm , nêm vừa , bún với rau dốn ngon cực",0,0,0,0,1,3,0,0,0,0,0,0
hơi ngán tí,0,0,0,0,2,0,0,0,0,0,0,0
"hơi nhảm tí nhưng ở befsteak con bò có mì cay đó gồm có mì cay hải_sản giá , mì cay bò viên giá , mì cay bò mĩ giá và mì cay nữa cũng giá nhưng quên tên mì cay gì rồi mì cay thường và mì cay udon bằng giá tiền mà mì udon nó trơn nên gắp mệt vl có cấp chứ không phải nha như hình là cấp cấp không cay như tưởng_tượng nhưng những bạn không quen hay không thích ăn cay thì nên ăn cấp cũng ngon nhưng thái_độ nhân_viên không tốt cho lắm",0,0,0,2,1,1,0,0,0,0,3,0
"hồi trước cái lẩu có_giá , giờ lên giá giá , mỗi dĩa phụ_thu giá rau , bún . ăn_người nồi lẩu là no_nê , nước_dùng nêm vừa_phải , chua chua_ngọt ngọt , những lúc trời mưa ăn là bá cháy . cuối tuần đông , nhân_viên bận túi_bụi , gọi mà không ai phục_vụ . nên đi sớm , tầm giờ là còn đầy_đủ lẩu cá , đi trễ hết lẩu cá ngon . mình toàn đi từng bàn kiếm nước_mắm , đũa giá muỗng , ớt cho nhanh . trà đá miễn_phí , ca uống tha_hồ . điểm trừ nhiều khi ngồi xuống bàn không ai dọn , rác dưới bàn cũng không ai quét_dọn . khách tự phục_vụ . thu phí gửi xe .",0,0,3,2,1,0,1,0,0,3,3,0
"hội tụi mình kêu một mẹt nhỏ heo tộc món . phần heo tộc gồm cháo đậu_xanh nấu nhừ đặc sánh , xôi nếp nướng dẻo thơm nhưng hơi khô , thịt heo nướng ngon ướp đậm , lòng dồi nhiều chất_lượng , thịt hấp không quá mỡ ngon_ăn không sợ ngán . đặc_biệt tô canh xương nấu măng nước_dùng ninh trong đậm_đà xương heo ngon tiếc là nhựa mân mình ăn_không được cho lắm nhưng mấy đứa bạn mình bảo vị cũng ok lắm . một phần giá . giữ xe miễn_phí . nhân_viên mặc áo bà_ba kết_hợp không_gian quán đậm_nét miền quê vn , phục_vụ nhiệt_tình và lên món nhanh .",0,0,1,2,1,1,0,0,0,1,1,0
"hồi xưa cay lắm , giờ đỡ rồi tích cựctích cựctích cực . phần mắc lắm , tới giá , h không biết có lên nữa ko . mà đồ ăn càng lúc càng ít thì phải . nước sốt bao đậm_đà , chấm bánh_mì ăn đã ghiền luôn k . thịt dê mềm , ăn rất dễ , mà không bị dai đâu . ở đây có cơm nị nè , dê hấp tía_tô nữa . quán đông cực_kì . người ăn cỡ giá thì no , nếu ăn_khỏe .",1,0,0,3,1,2,0,0,0,0,0,0
"hồi xưa chỉ có món gà bó xôi thôi , sau_này menu phong_phú cực_kỳ luôn . đi đâu đồ ăn vn mình sẽ nghĩ tới ngay món rau luộc kho quẹt . dĩ_nhiên ở đây không làm mình thất_vọng rồi , rau luộc tới thôi , giòn và ngọt , không bủn . kho quẹt còn hơi loãng , đặc tí ngon hơn , tóp_mỡ bé nhg cho nhiều . người hết tầm giá thôi nha .",0,0,0,1,2,1,0,0,0,0,0,0
"hôm bữa ăn đợt khuyến_mãi đặc_biệt nên đĩa này chỉ còn có_giá thôi . phải nói là sườn ăn cực_kỳ thích . tại vì được ướp gia_vị mặn ngọt , nước lên ăn còn thơm mùi tiêu xanh nữa . mình ăn cùng tụi bạn và tụi nó còn kêu thêm mấy phần để ăn cho đã luôn nè d",0,0,0,1,1,0,0,0,0,0,0,0
"hôm bữa làm xong có ghé gần chỗ công_ty ăn tối với mấy người bạn . quán này ngồi khá thoải_mái và mát_mẻ . menu khá hấp_dẫn với nhiều món ngon . ở đây đặc_biệt có món lẩu bò , hương_vị vừa dễ ăn , nồi lẩu thịt với bò viên thì quá nhiều , có kèm bún , phở hay mì cho người ăn dễ lựa_chọn . gọi món chừng phút là có_ăn rồi .",0,0,0,0,1,1,0,0,0,1,1,0
"hôm bữa tụi mình ăn nhiều lắm , nhiêu đây chỉ là ít thôi . các loại ốc ở đây tươi , chế_biến đủ kiểu luôn , tha_hồ mà ăn . một phần ăn cũng nhiều , giá thì cũng vừa ổn chứ không phải mắc . ngồi lai_rai với bạn ở đây là y bài .",1,0,0,2,1,1,0,0,0,0,0,0
"hôm đi mình đến hơi trễ nên cũng gần hết tôm , chỉ còn chả cá các loại , mực . nên mình lấy chừng , que rồi ăn thêm khoảng , que đồ nướng . đồ nướng rất ngon , có_thể nướng tại bàn hoặc đưa cho nhân_viên nướng hộ . ngon nhất là hồ_lô nướng và món thịt bò gì đó , tôm nướng hơi cay . nước lẩu phải nói là ngon . lẩu chua chua_ngọt ngọt ăn là ghiền ngay luôn . giá_cả cũng được , trung_bình tầm . đồng cây , tính ra mỗi người chưa tới . đồng là no_nê luôn rồi nước lẩu miễn_phí . nhân_viên phục_vụ nhanh , nhiệt_tình .",0,0,0,2,1,1,0,0,0,0,1,0
"hôm đó mình gọi món befsteak với giá bò mỹ giá bò việt là giá , thêm một đĩa salad khá ngon . nước sốt thật_sự rất ngon , mình đã không cần phải cho thêm tương_ớt hay tương cà vì nó đã đủ vị rồi trừ bạn nào muốn ăn cay .",0,0,0,2,1,0,0,0,0,0,0,0
"hôm đó nướng hơi cháy nhưng vẫn ngon , muối ớt xanh đúng là bá chấy bà chét luôn . d",0,0,0,0,1,0,0,0,0,0,0,0
hôm_nay cả gia_đình cùng đi ăn tại quán bò kho mẹ nấu cảm_ơn lozi mà biết quán này . ăn rất ngon nhất_định sẽ ghé lại,1,0,0,0,1,0,0,0,0,0,0,0
"hôm_nay đổi gió , đi ăn cơm gà sang chảnh nè . phần mang ra siêu nhiều , cái đùi gà hơi bị bự , và dĩ_nhiên là ngon rồi , gà không bị khô , ăn rất ok . phần cơm siêu nhiều , ăn không hết luôn . lại còn gọi thêm phần salad nữa . kết_quả là mình phải lăn về .",0,0,0,0,1,1,0,0,0,0,0,0
"hôm_nay đói quá nên chụp đại và ăn thoi . hũ tíu bò kho siêu ngon , vị đậm_đà , bò mềm không bị dai nhưng chỗ khác . giá thì bình_dân khỏi bàn . quán này bán gì cũng ngon . trung_bình tô giá thôi . ghim để_dành có dịp ăn thử nào . tích_cực light skin tone tích_cực light skin tone tích_cực light skin tone",1,0,0,1,1,0,0,0,0,0,0,0
"hôm_nay mình cùng bạn ghé quán ăn . không_gian tuy nhỏ nhưng sạch_sẽ , nhân_viên đón_tiếp vui_vẻ cởi_mở , mọi thứ đối_với cảm_nhận của mình là ok . nguyên_liệu tươi sạch đúng như quảng_cáo . duy chỉ có khẩu_vị hình_như là vẫn chưa đến độ ngon lưu_luyến , còn thiếu thiếu cái gì đó . mình chấm điểm . hy_vọng trong thời_gian tới sẽ đạt được điểm . mỗi người khẩu_vị đây là ý_kiến cá_nhân nhưng cũng mong quán ghi_nhận để ngày phát_triển hơn . mình vẫn chấm star vì mình tin sẽ có sự thay_đổi tốt hơn trong tương_lai . chúc quán ngày đông khách",1,0,0,0,1,0,0,0,0,1,1,0
"hôm_qua ăn rồi hôm_nay ăn tiếp , có điều đi sớm nên lúc đến quán đông khiếp , suýt thì không có bàn ngồi . gọi chè sáu thứ , không nhớ cụ_thể tên từng loại nhưng đúng là có sáu thứ thật tích_cực mà bị nghiện chè ở đây mất rồi , ngày nào ăn cũng được ý mỗi tội béo loudly crying face loudly crying face loudly crying face",1,0,0,0,1,1,0,0,0,0,0,0
"hôm_qua đi ăn quán này , ngay ngày halowen nên quán có combo , giá có thịt bò hồ_lô thịt heo và con bạch_tuộc . mắc cười cái quán còn có trái bí_đỏ dễ_thương vầy để trên đĩa combo tích_cực quán này nhỏ_xíu hà , trong hẻm , ngoài đầu hẻm có cái bảng treo tòn ten cũng nhỏ_xíu . mà , thịt nướng ướp sốt gì không biết cực ngon . tới nỗi tụi tui đi ăn phải kêu thêm bánh_mì để thấm sốt , nướng bánh_mì cho giòn rồi ăn , để ăn cái vị sốt tích_cực rẻ rề , đứa con_gái ăn hết giá . no cành hông",0,1,0,0,1,0,0,0,0,3,0,3
"hôm_qua thèm quá nên kéo nhau đi ăn . vừa dẻo vừa ngon , không chê đâu vào đâu được tích_cực face blowing a kis",0,0,0,0,1,0,0,0,0,0,0,0
"hổm rày thấy mọi người share rần_rần dừa sáp , nhân_dịp đi trà vinh đòi mua cho bằng được nè tích_cực . lúc đi ăn bánh_canh bến có ở trà vinh hỏi chú lái taxi chỗ nào bán dừa sáp , thế_là chú chỉ ở đây có luôn nè . thế_là hai đứa dắt_díu nhau ra hỏi . giá trái dừa sáp ở tại_chỗ này là giá nha sau khi được lựa_chọn rồi hướng_dẫn cách làm , hôm_nay mới bắt_đầu làm thử . lúc bổ đôi được quả dừa ra thiệt là hấp_dẫn tích_cực nước dừa đặc quánh , đúng như tên gọi nha cùi dừa nạo ra miếng nào như miếng nấy sáp và béo cực_kỳ smiling face with sunglases smiling face with sunglases smiling face with sunglases có cách chế_biến nha . là nạo ra chia đều nước và cái sau đó cho thêm đường , sữa , đá vào là ăn . cách này gấu nhà mình làm nghe_đâu cũng hết veo tích_cực . nhà mình còn trái bơ nên mình xay kèm , thêm ít đường , sữa , đá vào . yup quá_xá ngon grining squinting face grining squinting face grining squinting face nói_chung là đáng tiền , nghe_đâu còn đẹp da nữa . còn gì bằng tích cựctích cựctích cực",0,0,0,2,1,0,0,0,0,0,0,0
"hôm trước có_ăn gà_ác tiềm ở đây , rất ngon , rất xứng_đáng đồng_tiền bát gạo . hôm sau quay lại để thử mì vịt tiềm . giá phần . mình thích ăn hơi béo nhưng mì ở đây làm nạc , nhưng sợi mì thì ngon , mỏng mà dai dai kiểu mì người hoa , ngon . ở đây phục_vụ rất ok , nhanh_nhẹn , có trà nóng uống nữa . nên đến để thưởng_thức .",1,0,0,2,1,1,0,1,0,0,1,0
hôm trước đói là lại lén chạy ra nguyễn tri phương ăn ngay tô bánh_canh ghẹ . phải_chăng vì đông khách quá nên ở đây đang cho ít bánh_canh và ít ghẹ đi vậy tiêu_cực,1,0,0,0,0,3,0,0,0,0,0,0
"hôm trước ghé ngang qua đây ăn . bước vô cửa thì phục_vụ chào chu_đáo . chỗ ngồi rộng_rãi , mát và sạch_sẽ . có_thể ngồi ở ngoài_trời nữa nếu muốn . thực_đơn thì rất bắt_mắt và giá_cả vừa_phải . một tô mì thì tầm . đến . tuỳ cái . ở đây còn có món nhật khác nữa . mì đậm_đà , gia_vị vừa_phải . thịt ngon . ăn_người tầm giá là ngon_lành",0,0,0,2,1,1,0,0,0,1,1,0
"hôm trước mình đi kím đồ ăn chiều , ngang thấy quán khá đông , mình vào ăn thử món bùn đạu mắm_tôm và thấy rất lạ_miệng nhân_viên khá là thân_thiện và nhiệt_tình , mình không phải đợi lâu sau khi gọi món quán khá đông , món ăn cũng ngon , ăn vừa_miệng , lâu_lâu đổi món ăn rất thích nếu có dịp mình sẽ đến nữa",1,0,0,0,1,0,0,0,0,0,1,0
"hổng biết sao thích chụp này nữa . mà thấy lên màu tươi quá trời . chắc ngồi ăn gần đó thấy chụp chơi , mà chị chủ cũng cho_nên cũng đỡ ngại . mì muối ớt ở đây ngon , lát nữa đăng lên cho mọi người coi .",0,0,0,0,1,0,0,0,0,0,0,0
"hông phải ngẫu_nhiên mà mấy món chiên giòn được lòng nhiều người đâu nhen , vì nó bắt vị ngon_miệng quá mà . còn nữa nha , gà giòn của cow expres được rưới lên_lớp sốt chua_ngọt đặc_biệt , ad bảo_đảm ăn là thích mê luôn í",0,0,0,0,1,1,0,0,0,0,0,0
"hột vịt lộn ăn cũng không lạ hơn so với những quán khác cho lắm nhưng có cái đồ chấm muối_tiêu ớt chanh mình thấy khá thích . một lần đem ra dĩa trứng ăn bao_nhiêu tính tiền bấy_nhiêu ăn nữa kêu thêm . quán mở trong sân_nhà với ngoài vỉa_hè nên thoáng , không bị nóng , nhân_viên cũng nhanh_nhẹn nhưng bữa mình đi thì mặt hơi đơ . một dĩa trứng đủ cho người khoảng giá .",0,0,0,2,2,1,0,0,0,1,2,0
"hột vịt lộn xào me cực_kỳ ngon luôn , ăn rất đã . trứng to , con nhỏ ăn đỡ sợ . chủ_yếu lòng_đỏ với mề , béo ngon lắm . sốt me chua chua_ngọt ngọt vừa_miệng , không bị nhạt . này làm trứng luôn cũng được k . người tầm giá nha .",0,0,0,2,1,1,0,0,0,0,0,0
"hqua mình mới đi ăn , ếch ngon chỉ duy_nhất phần cháo không nóng lắm . cháo xay gạo nhuyễn rất ngon nhưng không nóng lắm",0,0,0,0,1,3,0,0,0,0,0,0
hủ_tiếu bò viên ngon nhứt xài_gòn,0,0,0,0,1,0,0,0,0,0,0,0
"hủ_tiếu chỗ này siêu nhiều thịt , mình thích ăn khô hơn nước , có sốt tỏi ngon ngon . miếng lòng tim gan , miếng thịt heo , nhìn_chung khá tươi . nước_lèo khá đậm_đà , theo mình thì hơi mặn xíu , sợi hủ_tiếu dai dai , thịt lòng thì chấm với xì_dầu dấm sate . nước_lèo ngon , mà mình thích thanh hơn tí_xíu sẽ ok hơn . phục_vụ tốt , sạch_sẽ , thấy bàn kế bên kêu xí quách nhìn đã quá , chắc đợt sau sẽ lại kêu món này mới được tích_cực",1,0,0,0,1,1,0,0,0,1,1,0
hủ_tiếu đạt thành giá tô giá cao thiệt nhưng nhìn tô hủ_tiếu toàn thấy đồ ăn là đáng rồi monox,0,0,0,2,1,0,0,0,0,0,0,0
